name,height,length,width,brand,city_mpg,highway_mpg,transmission_type,engine_torque,engine_horsepower,year,is_hybrid
2012 Chevrolet Corvette Grand Sport Convertible 3LT AT,212,108,135,Chevrolet,15,25,Automatic transmission,424,430,2012,True
2012 Chevrolet Corvette Grand Sport Convertible 4LT,212,108,135,Chevrolet,16,26,Manual transmission,424,430,2012,True
2012 Chevrolet Corvette Grand Sport Convertible 4LT AT,212,108,135,Chevrolet,15,25,Automatic transmission,424,430,2012,True
2011 Chevrolet Corvette Grand Sport Convertible 1LT,212,108,135,Chevrolet,16,26,Manual transmission,424,430,2011,True
2011 Chevrolet Corvette Grand Sport Convertible 1LT AT,212,108,135,Chevrolet,15,25,Automatic transmission,424,430,2011,True
2011 Chevrolet Corvette Grand Sport Convertible 2LT,212,108,135,Chevrolet,16,26,Manual transmission,424,430,2011,True
2011 Chevrolet Corvette Grand Sport Convertible 2LT AT,212,108,135,Chevrolet,15,25,Automatic transmission,424,430,2011,True
2011 Chevrolet Corvette Grand Sport Convertible 3LT,212,108,135,Chevrolet,16,26,Manual transmission,424,430,2011,True
2011 Chevrolet Corvette Grand Sport Convertible 3LT AT,212,108,135,Chevrolet,15,25,Automatic transmission,424,430,2011,True
2011 Chevrolet Corvette Grand Sport Convertible 4LT,212,108,135,Chevrolet,16,26,Manual transmission,424,430,2011,True
2011 Chevrolet Corvette Grand Sport Convertible 4LT AT,212,108,135,Chevrolet,15,25,Automatic transmission,424,430,2011,True
2010 Chevrolet Corvette Grand Sport Convertible 1LT,212,108,135,Chevrolet,16,26,Manual transmission,424,430,2010,True
2010 Chevrolet Corvette Grand Sport Convertible 1LT AT,212,108,135,Chevrolet,15,25,Automatic transmission,424,430,2010,True
2010 Chevrolet Corvette Grand Sport Convertible 2LT,212,108,135,Chevrolet,16,26,Manual transmission,424,430,2010,True
2010 Chevrolet Corvette Grand Sport Convertible 2LT AT,212,108,135,Chevrolet,15,25,Automatic transmission,424,430,2010,True
2010 Chevrolet Corvette Grand Sport Convertible 3LT,212,108,135,Chevrolet,16,26,Manual transmission,424,430,2010,True
2010 Chevrolet Corvette Grand Sport Convertible 1LT AT,212,108,135,Chevrolet,15,25,Automatic transmission,424,430,2010,True
2010 Chevrolet Corvette Grand Sport Convertible 4LT,212,108,135,Chevrolet,16,26,Manual transmission,424,430,2010,True
2010 Chevrolet Corvette Grand Sport Convertible 4LT AT,212,108,135,Chevrolet,15,25,Automatic transmission,424,430,2010,True
2010 Cadillac CTS Sport Sedan,223,2,49,Cadillac,16,26,Manual transmission,223,270,2010,True
2010 Cadillac CTS Sport Sedan AWD,193,2,49,Cadillac,18,27,Automatic transmission,223,270,2010,True
2011 Cadillac Escalade ESV,64,29,217,Cadillac,14,18,Automatic transmission,417,403,2011,True
2010 Cadillac CTS Sport Sedan Luxury,223,2,49,Cadillac,16,26,Manual transmission,223,270,2010,True
2010 Cadillac CTS Sport Sedan Luxury AWD,193,2,49,Cadillac,18,27,Automatic transmission,223,270,2010,True
2010 Cadillac CTS Sport Sedan Performance,223,2,49,Cadillac,18,27,Automatic transmission,223,270,2010,True
2010 Cadillac CTS Sport Sedan Performance AWD,193,2,49,Cadillac,18,27,Automatic transmission,223,270,2010,True
2010 Cadillac CTS Sport Sedan 3.6L Performance MT,193,2,49,Cadillac,16,25,Manual transmission,273,304,2010,True
2010 Cadillac CTS Sport Sedan 3.6L Performance AWD,193,2,49,Cadillac,18,27,Automatic transmission,273,304,2010,True
2010 Cadillac CTS Sport Sedan Premium MT,193,2,49,Cadillac,16,25,Manual transmission,273,304,2010,True
2010 Cadillac CTS Sport Sedan Premium AWD,193,2,49,Cadillac,18,27,Automatic transmission,273,304,2010,True
2010 Cadillac CTS Sport Sedan 3.6L Performance,193,2,49,Cadillac,18,27,Automatic transmission,273,304,2010,True
2010 Cadillac CTS Sport Sedan Premium,193,2,49,Cadillac,18,27,Automatic transmission,273,304,2010,True
2011 Mitsubishi Lancer Evolution GSR,200,143,19,Mitsubishi,17,23,Manual transmission,300,291,2011,True
2010 Mitsubishi Lancer Evolution GSR,200,143,19,Mitsubishi,16,22,Manual transmission,300,291,2010,True
2011 Mitsubishi Lancer Sportback ES,236,230,226,Mitsubishi,24,32,Manual transmission,145,148,2011,True
2011 Mitsubishi Lancer Sportback GTS,236,230,226,Mitsubishi,22,31,Manual transmission,167,168,2011,True
2010 Mitsubishi Lancer Sportback GTS,236,230,226,Mitsubishi,20,27,Manual transmission,167,168,2010,True
2011 Mitsubishi Outlander XLS,183,57,8,Mitsubishi,19,26,Automatic transmission,215,230,2011,True
2010 Mitsubishi Outlander GT,142,57,8,Mitsubishi,18,24,Automatic transmission,215,230,2010,True
2010 Mitsubishi Outlander XLS,183,57,8,Mitsubishi,19,25,Automatic transmission,215,230,2010,True
2010 Mitsubishi Outlander XLS AWD,183,57,8,Mitsubishi,18,24,Automatic transmission,215,230,2010,True
2011 Cadillac CTS Coupe,142,200,90,Cadillac,18,27,Automatic transmission,273,304,2011,True
2011 Cadillac CTS Coupe AWD,142,200,90,Cadillac,18,27,Automatic transmission,273,304,2011,True
2011 Cadillac CTS Coupe Performance MT,142,200,90,Cadillac,16,25,Manual transmission,273,304,2011,True
2011 Cadillac CTS Coupe Performance,142,200,90,Cadillac,18,27,Automatic transmission,273,304,2011,True
2011 Cadillac CTS Coupe Performance AWD,142,200,90,Cadillac,18,27,Automatic transmission,273,304,2011,True
2011 Cadillac CTS Coupe Premium MT,142,200,90,Cadillac,16,25,Manual transmission,273,304,2011,True
2011 Cadillac CTS Coupe Premium,142,200,90,Cadillac,18,27,Automatic transmission,273,304,2011,True
2011 Cadillac CTS Coupe Premium AWD,142,200,90,Cadillac,18,27,Automatic transmission,273,304,2011,True
2010 Toyota Sequoia SR5,102,89,234,Toyota,14,19,Automatic transmission,327,310,2010,True
2010 Toyota Sequoia SR5 5.7L,102,89,234,Toyota,14,19,Automatic transmission,401,381,2010,True
2010 Toyota Sequoia SR5 4x4,102,89,234,Toyota,13,18,Automatic transmission,327,310,2010,True
2010 Toyota Sequoia SR5 5.7L 4x4,102,89,234,Toyota,13,18,Automatic transmission,401,381,2010,True
2010 Toyota Sequoia SR5 FFV,102,89,234,Toyota,13,18,Automatic transmission,401,381,2010,True
2010 Toyota Sequoia Limited,102,89,234,Toyota,14,19,Automatic transmission,401,381,2010,True
2010 Toyota Sequoia Limited 4x4,102,89,234,Toyota,13,18,Automatic transmission,401,381,2010,True
2010 Toyota Sequoia Limited FFV,102,89,234,Toyota,13,18,Automatic transmission,401,381,2010,True
2010 Toyota Sequoia Platinum,102,89,234,Toyota,14,19,Automatic transmission,401,381,2010,True
2010 Toyota Sequoia Platinum 4x4,102,89,234,Toyota,13,18,Automatic transmission,401,381,2010,True
2010 Toyota Sequoia Platinum FFV,102,89,234,Toyota,13,18,Automatic transmission,401,381,2010,True
2011 Mitsubishi Outlander Sport ES,94,199,234,Mitsubishi,24,31,Manual transmission,145,148,2011,True
2011 Cadillac DTS,183,153,107,Cadillac,15,23,Automatic transmission,295,275,2011,True
2011 Cadillac DTS Luxury,183,153,107,Cadillac,15,23,Automatic transmission,295,275,2011,True
2011 Cadillac DTS Premium,183,153,107,Cadillac,15,23,Automatic transmission,295,275,2011,True
2011 Cadillac DTS Platinum,183,153,107,Cadillac,15,23,Automatic transmission,288,292,2011,True
2011 Infiniti EX35,36,22,11,Infiniti,17,24,Automatic transmission,253,297,2011,True
2011 Infiniti EX35 AWD,36,22,11,Infiniti,17,24,Automatic transmission,253,297,2011,True
2011 Infiniti EX35 Journey,36,22,11,Infiniti,17,24,Automatic transmission,253,297,2011,True
2011 Infiniti EX35 Journey AWD,36,22,11,Infiniti,17,24,Automatic transmission,253,297,2011,True
2010 BMW 335i Sedan AT,139,174,24,BMW,17,26,Automatic transmission,300,300,2010,True
2010 BMW 335i xDrive Sedan AT,144,174,24,BMW,17,25,Automatic transmission,300,300,2010,True
2010 BMW 328i Sedan,139,174,24,BMW Motorrad,18,28,Manual transmission,200,230,2010,True
2010 BMW 335d Sedan,144,174,24,BMW,23,36,Automatic transmission,425,265,2010,True
2010 BMW 328i xDrive Sedan AT,144,174,24,BMW Motorrad,17,25,Automatic transmission,200,230,2010,True
2010 BMW 335i xDrive Sedan,144,174,24,BMW,16,25,Manual transmission,300,300,2010,True
2010 BMW 328i xDrive Sedan,144,174,24,BMW Motorrad,17,25,Manual transmission,200,230,2010,True
2010 BMW 328i Sedan AT,139,174,24,BMW Motorrad,18,28,Automatic transmission,200,230,2010,True
2010 BMW 335i Sedan,139,174,24,BMW,17,26,Manual transmission,300,300,2010,True
2010 Mercedes-Benz GL350 BlueTEC 4Matic,46,231,148,Mercedes,17,23,Automatic transmission,400,210,2010,True
2010 Mercedes-Benz GL450 4Matic,46,231,148,Mercedes-Benz,13,17,Automatic transmission,339,335,2010,True
2010 Mercedes-Benz GL550 4Matic,46,231,148,Mercedes,12,17,Automatic transmission,391,382,2010,True
2010 Nissan Sentra 2.0,231,214,254,Nissan,24,31,Manual transmission,147,140,2010,True
2010 Nissan Sentra SE-R Spec V,221,222,254,Nissan,21,28,Manual transmission,180,200,2010,True
2011 Mercedes-Benz GL550 4Matic,46,231,148,Mercedes,12,17,Automatic transmission,391,382,2011,True
2011 Mercedes-Benz GL450 4Matic,46,231,148,Mercedes-Benz,13,18,Automatic transmission,339,335,2011,True
2011 Mercedes-Benz GL350 BlueTEC 4Matic,46,231,148,Mercedes,17,21,Automatic transmission,400,210,2011,True
2011 Nissan Versa Hatchback 1.8 S,254,199,158,Nissan,26,31,Manual transmission,127,122,2011,True
2011 Nissan Versa Hatchback 1.8 S AT,254,199,158,Nissan,24,32,Automatic transmission,127,122,2011,True
2010 Nissan Versa Hatchback 1.8 S AT,254,199,158,Nissan,24,32,Automatic transmission,127,122,2010,True
2010 Nissan Versa Hatchback 1.8 S,254,199,158,Nissan,26,31,Manual transmission,127,122,2010,True
2010 Mercedes-Benz GLK350,163,174,95,Mercedes,16,22,Automatic transmission,258,268,2010,True
2010 Mercedes-Benz GLK350 4Matic,163,174,95,Mercedes,16,21,Automatic transmission,258,268,2010,True
2011 Mercedes-Benz GLK350 4Matic,163,174,224,Mercedes,16,21,Automatic transmission,258,268,2011,True
2011 Mercedes-Benz GLK350,163,174,224,Mercedes,16,23,Automatic transmission,258,268,2011,True
2011 BMW 335d Sedan,144,174,24,BMW,23,36,Automatic transmission,425,265,2011,True
2011 BMW 335i xDrive Sedan AT,144,174,24,BMW,18,27,Automatic transmission,300,300,2011,True
2011 BMW 328i Sedan,139,174,24,BMW Motorrad,18,28,Manual transmission,200,230,2011,True
2011 BMW 328i xDrive Sedan AT,144,174,24,BMW Motorrad,17,26,Automatic transmission,200,230,2011,True
2011 BMW 328i xDrive Sedan,144,174,24,BMW Motorrad,17,25,Manual transmission,200,230,2011,True
2011 BMW 328i Sedan AT,139,174,24,BMW Motorrad,18,28,Automatic transmission,200,230,2011,True
2011 BMW 335i Sedan AT,139,174,24,BMW,19,28,Automatic transmission,300,300,2011,True
2011 BMW 335i xDrive Sedan,144,174,24,BMW,19,26,Manual transmission,300,300,2011,True
2011 BMW 335i Sedan,139,174,24,BMW,19,28,Manual transmission,300,300,2011,True
2012 Ford Escape XLS,188,85,13,Ford,23,28,Manual transmission,171,171,2012,True
2012 Ford Escape XLS AT,188,85,13,Ford,21,28,Automatic transmission,171,171,2012,True
2012 Ford Escape XLS AWD,186,85,13,Ford,20,27,Automatic transmission,171,171,2012,True
2012 Ford Escape XLT,188,85,13,Ford,21,28,Automatic transmission,171,171,2012,True
2012 Ford Escape XLT FFV,188,85,13,Ford,14,19,Automatic transmission,223,240,2012,True
2012 Ford Escape XLT 4WD,186,85,13,Ford,20,27,Automatic transmission,171,171,2012,True
2012 Ford Escape XLT 4WD FFV,186,85,13,Ford,13,17,Automatic transmission,223,240,2012,True
2012 Ford Escape Limited,188,85,13,Ford,21,28,Automatic transmission,171,171,2012,True
2012 Ford Escape Limited FFV,188,85,13,Ford,14,19,Automatic transmission,223,240,2012,True
2012 Ford Escape Limited 4WD,186,85,13,Ford,20,27,Automatic transmission,171,171,2012,True
2012 Ford Escape Limited 4WD FFV,186,85,13,Ford,13,17,Automatic transmission,223,240,2012,True
2011 Ford Escape XLS,188,85,13,Ford,23,28,Manual transmission,171,171,2011,True
2011 Ford Escape XLS AT,188,85,13,Ford,21,28,Automatic transmission,171,171,2011,True
2011 Ford Escape XLS AWD,186,85,13,Ford,22,26,Automatic transmission,171,171,2011,True
2011 Ford Escape XLT,188,85,13,Ford,21,28,Automatic transmission,171,171,2011,True
2011 Ford Escape XLT FFV,188,85,13,Ford,19,25,Automatic transmission,223,240,2011,True
2011 Ford Escape XLT AWD,186,85,13,Ford,22,26,Automatic transmission,171,171,2011,True
2011 Ford Escape XLT AWD FFV,186,85,13,Ford,13,17,Automatic transmission,223,240,2011,True
2011 Ford Escape Limited,188,85,13,Ford,21,28,Automatic transmission,171,171,2011,True
2011 Ford Escape Limited FFV,188,85,13,Ford,19,25,Automatic transmission,223,240,2011,True
2011 Ford Escape Limited AWD,186,85,13,Ford,22,26,Automatic transmission,171,171,2011,True
2010 Mercedes-Benz R350 BlueTEC 4Matic,125,36,166,Mercedes,18,24,Automatic transmission,400,210,2010,True
2010 Mercedes-Benz R350 4Matic,125,36,166,Mercedes,14,19,Automatic transmission,258,268,2010,True
2011 Mercedes-Benz R350 BlueTEC 4Matic,125,36,166,Mercedes,18,24,Automatic transmission,400,210,2011,True
2011 Mercedes-Benz R350 4Matic,125,36,166,Mercedes,15,19,Automatic transmission,258,268,2011,True
2012 Chevrolet Cruze LS,195,245,3,Chevrolet,25,36,Manual transmission,123,138,2012,True
2012 Chevrolet Cruze LS AT,195,245,3,Chevrolet,22,35,Automatic transmission,123,138,2012,True
2012 Chevrolet Cruze 1LT,195,245,3,Chevrolet,26,38,Manual transmission,148,138,2012,True
2012 Chevrolet Cruze 1LT AT,195,245,3,Chevrolet,26,38,Automatic transmission,148,138,2012,True
2012 Chevrolet Cruze Eco,195,245,3,Chevrolet,28,42,Manual transmission,148,138,2012,True
2012 Chevrolet Cruze Eco AT,195,245,3,Chevrolet,26,39,Automatic transmission,148,138,2012,True
2012 Chevrolet Cruze 2LT,195,245,3,Chevrolet,26,38,Manual transmission,148,138,2012,True
2012 Chevrolet Cruze 2LT AT,195,245,3,Chevrolet,26,38,Automatic transmission,148,138,2012,True
2012 Chevrolet Cruze LTZ,195,245,3,Chevrolet,26,38,Automatic transmission,148,138,2012,True
2010 BMW 328i xDrive Sports Wagon AT,137,184,24,BMW Motorrad,17,25,Automatic transmission,200,230,2010,True
2010 BMW 328i Sports Wagon,137,184,24,BMW Motorrad,17,26,Manual transmission,200,230,2010,True
2010 BMW 328i xDrive Sports Wagon,137,184,24,BMW Motorrad,17,25,Manual transmission,200,230,2010,True
2010 BMW 328i Sports Wagon AT,137,184,24,BMW Motorrad,18,27,Automatic transmission,200,230,2010,True
2011 Chevrolet Cruze LS,195,245,3,Chevrolet,26,36,Manual transmission,123,136,2011,True
2011 Chevrolet Cruze LS AT,195,245,3,Chevrolet,22,35,Automatic transmission,123,136,2011,True
2011 Chevrolet Cruze 1LT,195,245,3,Chevrolet,24,36,Automatic transmission,148,138,2011,True
2011 Chevrolet Cruze Eco,195,245,3,Chevrolet,28,42,Manual transmission,148,138,2011,True
2011 Chevrolet Cruze Eco AT,195,245,3,Chevrolet,26,37,Automatic transmission,148,138,2011,True
2011 Chevrolet Cruze 2LT,195,245,3,Chevrolet,24,36,Automatic transmission,148,138,2011,True
2011 Chevrolet Cruze LTZ,195,245,3,Chevrolet,24,36,Automatic transmission,148,138,2011,True
2011 Cadillac SRX,132,225,118,Cadillac,18,25,Automatic transmission,223,265,2011,True
2011 Cadillac SRX Luxury,132,225,118,Cadillac,18,25,Automatic transmission,223,265,2011,True
2011 Cadillac SRX Performance,132,225,118,Cadillac,18,25,Automatic transmission,223,265,2011,True
2011 Cadillac SRX Luxury AWD,132,225,118,Cadillac,17,23,Automatic transmission,223,265,2011,True
2011 Cadillac SRX Premium,132,225,118,Cadillac,18,25,Automatic transmission,223,265,2011,True
2011 Cadillac SRX Premium AWD,132,225,118,Cadillac,17,23,Automatic transmission,223,265,2011,True
2011 Cadillac SRX Performance AWD,132,225,118,Cadillac,17,23,Automatic transmission,223,265,2011,True
2010 Ford Escape XLS,188,85,13,Ford,22,28,Manual transmission,171,171,2010,True
2010 Ford Escape XLS AT,188,85,13,Ford,21,28,Automatic transmission,171,171,2010,True
2010 Ford Escape XLS AWD,186,85,13,Ford,22,26,Automatic transmission,171,171,2010,True
2010 Ford Escape XLT,188,85,13,Ford,21,28,Automatic transmission,171,171,2010,True
2010 Ford Escape XLT FFV,188,85,13,Ford,19,25,Automatic transmission,223,240,2010,True
2010 Ford Escape XLT AWD,186,85,13,Ford,22,26,Automatic transmission,171,171,2010,True
2010 Ford Escape XLT AWD FFV,186,85,13,Ford,13,17,Automatic transmission,223,240,2010,True
2010 Ford Escape Limited,188,85,13,Ford,21,28,Automatic transmission,171,171,2010,True
2010 Ford Escape Limited FFV,188,85,13,Ford,19,25,Automatic transmission,223,240,2010,True
2010 Ford Escape Limited AWD,186,85,13,Ford,22,26,Automatic transmission,171,171,2010,True
2010 Ford Escape Limited AWD FFV,186,85,13,Ford,13,17,Automatic transmission,223,240,2010,True
2011 Nissan Versa Sedan 1.8 SL,254,118,158,Nissan,24,32,Automatic transmission,127,122,2011,True
2011 Nissan Versa Sedan 1.8 S,254,118,158,Nissan,26,31,Manual transmission,127,122,2011,True
2011 Nissan Versa Sedan 1.8 S AT,254,118,158,Nissan,24,32,Automatic transmission,127,122,2011,True
2011 Nissan Versa Sedan 1.6,254,118,158,Nissan,26,34,Manual transmission,111,107,2011,True
2011 Nissan Versa Sedan 1.6 AT,254,118,158,Nissan,25,33,Automatic transmission,111,107,2011,True
2011 Nissan Versa 1.6 Sedan,254,118,158,Nissan,26,34,Manual transmission,111,107,2011,True
2011 Cadillac Escalade ESV AWD,64,29,217,Cadillac,13,18,Automatic transmission,417,403,2011,True
2011 Cadillac Escalade ESV Luxury,64,29,217,Cadillac,10,15,Automatic transmission,417,403,2011,True
2011 Cadillac Escalade ESV Luxury AWD,64,29,217,Cadillac,9,13,Automatic transmission,417,403,2011,True
2011 Cadillac Escalade ESV Premium,64,29,217,Cadillac,10,15,Automatic transmission,417,403,2011,True
2011 Cadillac Escalade ESV Premium AWD,64,29,217,Cadillac,13,18,Automatic transmission,417,403,2011,True
2011 Cadillac Escalade ESV Platinum,64,29,217,Cadillac,10,15,Automatic transmission,417,403,2011,True
2011 Cadillac Escalade ESV Platinum AWD,64,29,217,Cadillac,13,18,Automatic transmission,417,403,2011,True
2010 Nissan Versa Sedan 1.8 S,254,118,158,Nissan,26,31,Manual transmission,127,122,2010,True
2010 Nissan Versa Sedan 1.6 AT,254,118,158,Nissan,26,33,Automatic transmission,111,107,2010,True
2010 Nissan Versa Sedan 1.8 S AT,254,118,158,Nissan,24,32,Automatic transmission,127,122,2010,True
2010 Nissan Versa Sedan 1.6,254,118,158,Nissan,26,34,Manual transmission,111,107,2010,True
2010 Nissan Versa Sedan 1.8 SL,254,118,158,Nissan,24,32,Automatic transmission,127,122,2010,True
2010 Nissan Versa 1.6 Sedan,254,118,158,Nissan,26,34,Manual transmission,111,107,2010,True
2011 BMW 328i Sports Wagon,137,184,24,BMW Motorrad,17,26,Manual transmission,200,230,2011,True
2011 BMW 328i Sports Wagon AT,137,184,24,BMW Motorrad,18,27,Automatic transmission,200,230,2011,True
2011 BMW 328i xDrive Sports Wagon,137,184,24,BMW Motorrad,17,25,Manual transmission,200,230,2011,True
2011 BMW 328i xDrive Sports Wagon AT,137,184,24,BMW Motorrad,17,26,Automatic transmission,200,230,2011,True
2010 Cadillac Escalade ESV,125,29,217,Cadillac,14,20,Automatic transmission,417,403,2010,True
2010 Cadillac Escalade ESV AWD,125,29,217,Cadillac,10,15,Automatic transmission,417,403,2010,True
2010 Cadillac Escalade ESV Luxury,125,29,217,Cadillac,14,20,Automatic transmission,417,403,2010,True
2010 Cadillac Escalade ESV Luxury AWD,125,29,217,Cadillac,10,15,Automatic transmission,417,403,2010,True
2010 Cadillac Escalade ESV Premium,125,29,217,Cadillac,10,16,Automatic transmission,417,403,2010,True
2010 Cadillac Escalade ESV Premium AWD,125,29,217,Cadillac,10,15,Automatic transmission,417,403,2010,True
2010 Cadillac Escalade ESV Platinum,125,29,217,Cadillac,14,20,Automatic transmission,417,403,2010,True
2010 Cadillac Escalade ESV Platinum AWD,125,29,217,Cadillac,13,20,Automatic transmission,417,403,2010,True
2011 Cadillac Escalade Hybrid,135,23,214,Cadillac,20,23,Automatic transmission,367,332,2011,True
2011 Cadillac Escalade Hybrid 4WD,135,23,214,Cadillac,20,23,Automatic transmission,367,332,2011,True
2011 Cadillac Escalade Hybrid Platinum,135,23,214,Cadillac,20,23,Automatic transmission,367,332,2011,True
