county,state,population,housing_units,urban_pct,low_access_1,low_access_10,low_access_20,carless_pct
Perry,AL,10591,3947,0.0,6853,971,0,13.7
Perry,AR,10445,4170,0.0,9107,1107,0,4.7
Perry,IL,22350,8335,33.33333333333333,16853,358,0,6.0
Perry,IN,19338,7476,40.0,11117,4257,0,5.0
Perry,KY,28712,11319,0.0,21067,1399,0,11.6
Perry,MO,18971,7357,40.0,11583,2132,0,4.4
Perry,MS,12250,4674,0.0,10068,770,0,5.8
Perry,OH,36058,13576,16.666666666666664,29790,130,0,6.5
Perry,PA,45969,17903,0.0,38610,3092,0,4.8
Perry,TN,7915,3160,0.0,6863,549,0,7.0
Pershing,NV,6753,2018,0.0,4726,1069,533,5.1
Person,NC,39464,15826,28.57142857142857,31460,856,0,8.0
Petersburg,AK,3815,1599,0.0,1152,167,57,9.8
Petersburg,VA,32420,13634,90.90909090909092,8986,0,0,18.4
Petroleum,MT,494,225,0.0,494,494,494,1.0
Pettis,MO,42201,16428,63.63636363636363,23378,810,0,7.7
Phelps,MO,45156,17564,50.0,26282,1888,0,6.7
Phelps,NE,9188,3779,66.66666666666666,3903,1530,0,5.7
Philadelphia,PA,1526006,599736,100.0,13340,0,0,32.1
Phillips,AR,21757,8491,33.33333333333333,13472,4838,375,15.3
Phillips,CO,4442,1819,0.0,2199,1460,4,4.9
Phillips,KS,5642,2432,33.33333333333333,3024,1994,0,3.5
Phillips,MT,4253,1819,0.0,2125,1535,1060,5.1
Piatt,IL,16729,6782,25.0,12121,242,0,2.8
Pickaway,OH,55698,19624,38.46153846153847,36634,318,0,4.4
Pickens,AL,19746,8012,0.0,14454,851,0,9.9
Pickens,GA,29431,11291,16.666666666666664,25217,0,0,3.5
Pickens,SC,119224,45228,60.71428571428571,90003,125,0,6.1
Pickett,TN,5077,2177,0.0,4264,38,0,4.5
Pierce,GA,18758,7083,0.0,15094,1652,0,4.6
Pierce,ND,4357,1835,0.0,1521,842,98,5.4
Pierce,NE,7266,2911,0.0,7265,5838,155,2.0
Pierce,WA,795225,299918,90.11627906976743,348718,925,80,5.8
Pierce,WI,41019,15002,37.5,23294,4254,0,4.0
Pike,AL,32899,13210,25.0,18426,1395,0,8.1
Pike,AR,11291,4457,0.0,8548,2201,0,5.2
Pike,GA,17869,6187,0.0,16663,0,0,3.6
Pike,IL,16430,6639,20.0,12003,3165,0,5.6
Pike,IN,12845,5186,0.0,10626,334,0,4.9
Pike,KY,65024,26728,5.263157894736842,51368,0,0,9.1
Pike,MO,18516,6560,40.0,13628,2368,0,7.6
Pike,MS,40404,15370,37.5,24262,1357,0,11.2
Pike,OH,28709,11012,16.666666666666664,25219,4735,0,10.3
Pike,PA,57369,21925,22.22222222222222,50855,0,0,4.9
Pima,AZ,980263,388660,88.38174273858921,367443,27653,2810,8.9
Pinal,AZ,375770,125590,66.66666666666666,258861,7863,154,4.3
Pine,MN,29750,11373,12.5,24934,4768,0,5.4
Pinellas,FL,916542,415876,99.18367346938776,182478,0,0,8.9
Pipestone,MN,9596,4054,40.0,5480,3117,0,5.9
Piscataquis,ME,17535,7825,0.0,12843,747,20,6.6
Pitkin,CO,17148,8152,25.0,7975,597,0,5.9
Pitt,NC,168148,67577,71.875,72126,5,0,7.9
Pittsburg,OK,45837,18012,38.46153846153847,34537,8144,10,5.7
Pittsylvania,VA,63506,26183,12.5,56953,5053,0,5.6
Piute,UT,1556,576,0.0,1556,1556,957,2.2
Placer,CA,348432,132627,81.17647058823529,148507,1210,15,3.9
Plaquemines,LA,23042,8077,55.55555555555556,16207,3903,2023,3.5
Platte,MO,89322,36103,80.0,50219,359,0,5.0
Platte,NE,32237,12658,42.857142857142854,13355,3038,0,4.9
Platte,WY,8667,3838,0.0,4303,1297,710,1.6
Pleasants,WV,7605,2861,0.0,4451,0,0,5.9
Plumas,CA,20007,8977,0.0,11635,1174,0,7.4
Plymouth,IA,24986,9875,33.33333333333333,11469,373,0,5.2
Plymouth,MA,494919,181126,85.0,288584,0,0,6.5
Pocahontas,IA,7310,3233,0.0,4274,1802,0,4.6
Pocahontas,WV,8719,3758,0.0,7345,4028,439,7.1
Poinsett,AR,24583,9754,28.57142857142857,12245,1570,0,8.9
Pointe Coupee,LA,22802,9082,50.0,17267,923,0,10.3
Polk,AR,20662,8450,0.0,16117,6551,65,5.2
Polk,FL,602095,227485,72.72727272727273,343175,3808,254,6.8
Polk,GA,41475,15092,28.57142857142857,27414,1,0,7.2
Polk,IA,430640,170197,93.87755102040816,137904,711,0,5.9
Polk,MN,31600,12704,50.0,17868,4635,35,7.6
Polk,MO,31137,11677,0.0,20372,1556,0,3.7
Polk,NC,20510,8989,14.285714285714285,16801,0,0,6.4
Polk,NE,5406,2212,0.0,5406,4873,440,2.8
Polk,OR,75403,28288,66.66666666666666,37919,394,0,5.9
Polk,TN,16825,6653,0.0,14987,42,0,5.6
Polk,TX,45413,16503,0.0,39787,4923,15,4.9
Polk,WI,44205,18004,10.0,33224,938,0,4.0
Pondera,MT,6153,2285,0.0,3526,2790,1224,5.3
Pontotoc,MS,29957,11172,16.666666666666664,26713,1802,0,4.4
Pontotoc,OK,37492,14654,50.0,24117,5176,0,6.1
Pope,AR,61754,23353,45.454545454545446,40112,1397,130,5.5
Pope,IL,4470,1829,0.0,3754,1327,0,6.4
Pope,MN,10995,4736,0.0,7104,1381,0,5.5
Poquoson,VA,12150,4525,100.0,6776,0,0,2.4
Portage,OH,161419,62222,62.857142857142854,95813,0,0,6.0
Portage,WI,70019,27814,50.0,41547,2084,0,5.3
Porter,IN,164343,61998,75.0,105661,0,0,4.3
Portsmouth,VA,95535,37324,100.0,15544,0,0,11.0
Posey,IN,25910,10171,42.857142857142854,20312,4370,0,4.3
Pottawatomie,KS,21604,7878,0.0,15852,4151,237,2.8
Pottawatomie,OK,69442,25911,50.0,47490,2890,0,5.4
Pottawattamie,IA,93158,36775,63.33333333333333,51309,9413,0,6.7
Potter,PA,17457,7227,0.0,12755,3278,0,6.5
Potter,SD,2329,1062,0.0,2329,2329,2329,3.3
Potter,TX,121073,42933,88.23529411764706,51810,659,135,8.2
Powder River,MT,1743,755,0.0,1181,912,587,3.4
Powell,KY,12613,4834,0.0,8570,0,0,10.2
Powell,MT,7027,2466,0.0,3609,1346,387,2.7
Power,ID,7817,2641,0.0,3418,986,164,7.2
Poweshiek,IA,18914,7555,40.0,8901,3049,0,5.6
Powhatan,VA,28046,9494,0.0,27064,1669,0,2.3
Prairie,AR,8715,3685,0.0,6617,535,0,7.6
Prairie,MT,1179,551,0.0,1179,1179,1167,2.0
Pratt,KS,9656,3956,66.66666666666666,4277,974,0,4.5
Preble,OH,42270,16341,33.33333333333333,30367,0,0,5.0
Prentiss,MS,25276,9812,20.0,18114,661,0,6.2
Presidio,TX,7818,2906,50.0,2354,430,228,7.6
Presque Isle,MI,13376,5982,16.666666666666664,9965,3799,0,4.3
Preston,WV,33520,12895,12.5,28181,6820,0,6.0
Price,WI,14159,6329,0.0,11680,1637,1,5.9
Prince Edward,VA,23368,7916,20.0,17410,2339,0,10.2
Prince George's,MD,863420,304042,95.87155963302753,269049,0,0,9.4
Prince George,VA,35725,11451,42.857142857142854,29773,1048,0,4.1
Prince William,VA,402002,130785,93.97590361445785,128784,0,0,2.8
Prince of Wales-Hyder,AK,5559,2194,0.0,2114,1390,1209,14.6
Providence,RI,626667,241717,94.32624113475178,166363,0,0,12.4
Prowers,CO,12551,4935,40.0,6227,2494,1434,4.3
Pueblo,CO,159063,62972,87.27272727272727,90496,8167,4779,9.1
Pulaski,AR,382748,158772,83.15789473684211,179395,585,0,7.3
Pulaski,GA,12010,4475,0.0,9187,0,0,6.3
Pulaski,IL,6161,2642,0.0,6160,3550,0,13.5
Pulaski,IN,13402,5282,25.0,9768,206,0,4.5
Pulaski,KY,63063,25722,28.57142857142857,45575,1183,0,7.0
Pulaski,MO,52274,16004,66.66666666666666,34497,165,0,4.9
Pulaski,VA,34872,14821,20.0,22424,5,0,5.9
Pushmataha,OK,11572,4809,0.0,8127,2889,82,6.7
Putnam,FL,74364,29409,23.52941176470588,60378,1445,0,7.9
Putnam,GA,21218,8601,20.0,17108,360,0,3.1
Putnam,IL,6006,2509,0.0,4541,0,0,2.7
Putnam,IN,37963,12917,28.57142857142857,26253,932,0,3.6
Putnam,MO,4979,2132,0.0,3085,1345,0,9.6
Putnam,NY,99710,35041,84.21052631578947,64826,0,0,5.4
Putnam,OH,34499,12872,14.285714285714285,28118,3736,0,3.8
Putnam,TN,72321,28930,73.33333333333333,46120,191,0,4.9
Putnam,WV,55486,21981,40.0,34773,273,0,3.9
Quay,NM,9041,4072,66.66666666666666,4491,2350,1694,7.7
Queen Anne's,MD,47798,18016,25.0,39321,60,0,2.7
Queens,NY,2230722,780117,99.70104633781764,7989,0,0,37.6
Quitman,GA,2513,1053,0.0,2510,69,0,9.8
Quitman,MS,8223,3058,33.33333333333333,6375,1654,0,11.7
Rabun,GA,16276,6780,0.0,12637,115,0,4.9
Racine,WI,195408,75651,84.0909090909091,86762,0,0,7.7
Radford,VA,16408,5990,100.0,3669,0,0,6.8
Rains,TX,10914,4377,0.0,8026,0,0,3.5
Raleigh,WV,78859,31831,70.58823529411765,58979,544,0,9.0
Ralls,MO,10167,4091,0.0,9391,780,0,4.7
Ramsey,MN,508640,202691,100.0,126385,0,0,11.0
Ramsey,ND,11451,4955,66.66666666666666,5237,1652,793,8.5
Randall,TX,120725,47975,82.75862068965517,51076,902,0,2.9
Randolph,AL,22913,9164,16.666666666666664,18456,691,0,6.6
Randolph,AR,17969,7299,25.0,13313,4273,0,7.8
Randolph,GA,7719,3187,50.0,4053,209,0,22.3
Randolph,IL,33476,12314,33.33333333333333,19713,78,0,5.4
Randolph,IN,26171,10451,37.5,21527,1012,0,6.2
Randolph,MO,25414,9342,50.0,16187,1479,0,6.0
Randolph,NC,141752,55373,42.857142857142854,104767,2340,0,5.2
Randolph,WV,29405,11695,14.285714285714285,18634,1726,0,9.8
Rankin,MS,141617,52836,59.25925925925925,94900,3003,0,3.1
Ransom,ND,5457,2310,0.0,2516,899,1,6.0
Rapides,LA,131613,50401,60.60606060606061,82658,20539,268,8.6
Rappahannock,VA,7373,3072,0.0,7373,5825,0,3.5
Ravalli,MT,40212,16933,0.0,30024,1139,204,4.0
Rawlins,KS,2519,1176,0.0,1306,898,27,3.5
Ray,MO,23494,8957,25.0,17248,712,0,5.9
Reagan,TX,3367,1156,0.0,379,214,153,5.3
Real,TX,3309,1374,0.0,3308,3308,3212,3.0
Red Lake,MN,4089,1737,0.0,3163,1606,92,7.4
Red River,LA,9091,3472,0.0,7162,1245,0,10.9
Red River,TX,12860,5469,25.0,9632,5980,0,6.4
Red Willow,NE,11055,4663,66.66666666666666,7854,1710,138,4.3
Redwood,MN,16059,6580,33.33333333333333,11715,6584,0,5.3
Reeves,TX,13783,3839,60.0,7169,1184,994,7.3
Refugio,TX,7383,2841,0.0,4863,1212,2,7.4
Reno,KS,64511,25794,58.82352941176471,32931,6504,113,6.0
Rensselaer,NY,159429,64702,61.904761904761905,86952,2516,0,9.7
Renville,MN,15730,6564,0.0,13231,8064,0,5.0
Renville,ND,2470,1061,0.0,2469,1883,1716,1.6
Republic,KS,4980,2274,0.0,2963,1274,0,5.1
Reynolds,MO,6696,2778,0.0,5829,3035,0,6.4
Rhea,TN,31809,12276,33.33333333333333,22287,0,0,7.9
Rice,KS,10083,3906,33.33333333333333,3992,1886,0,5.3
Rice,MN,64142,22315,61.53846153846154,32810,181,0,7.3
Rich,UT,2264,805,0.0,2263,2263,2163,1.3
Richardson,NE,8363,3718,33.33333333333333,4104,2254,0,6.7
Richland,IL,16233,6726,60.0,6935,309,0,6.8
Richland,LA,20725,7551,33.33333333333333,13895,1953,0,8.5
Richland,MT,9746,4167,50.0,5194,2432,631,3.4
Richland,ND,16321,6651,33.33333333333333,9774,7380,1623,5.3
Richland,OH,124475,48921,76.66666666666667,64263,0,0,8.7
Richland,SC,384504,145194,92.13483146067416,173378,3546,0,7.1
Richland,WI,18021,7349,40.0,13422,3109,0,6.5
Richmond,GA,200549,76924,93.61702127659576,86006,0,0,9.8
Richmond,NC,46639,18430,54.54545454545454,26093,527,0,10.5
Richmond,NY,468730,165516,100.0,23157,0,0,16.9
Richmond,VA,9254,3159,0.0,8214,318,0,6.9
Richmond,VA,9254,3159,0.0,8214,318,0,16.8
Riley,KS,71115,25796,78.57142857142857,48745,3370,0,6.2
Ringgold,IA,5131,2047,0.0,3432,593,0,5.4
Rio Arriba,NM,40246,15768,22.22222222222222,33816,10870,3299,4.6
Rio Blanco,CO,6666,2647,0.0,1859,573,120,4.4
Rio Grande,CO,11982,4779,33.33333333333333,5165,649,0,9.1
Ripley,IN,28818,10789,16.666666666666664,18555,134,0,5.3
Ripley,MO,14100,5637,0.0,11869,3137,0,5.8
Ritchie,WV,10449,4367,0.0,8302,395,0,9.2
Riverside,CA,2189641,686260,89.1832229580574,715686,11038,308,5.1
Roane,TN,54181,22376,27.27272727272727,42090,317,0,6.2
Roane,WV,14926,6195,25.0,12401,2089,0,9.2
Roanoke,VA,92376,37608,72.22222222222221,42357,125,0,13.3
Roanoke,VA,92376,37608,72.22222222222221,42357,125,0,4.3
Roberts,SD,10149,3823,0.0,7888,4390,335,5.3
Roberts,TX,929,359,0.0,929,843,544,1.1
Robertson,KY,2282,902,0.0,2282,1705,0,6.6
Robertson,TN,66283,24197,35.714285714285715,43751,21,0,4.0
Robertson,TX,16622,6541,20.0,10425,2919,0,9.0
Robeson,NC,134168,47997,35.483870967741936,97949,0,0,10.2
Rock Island,IL,147546,61303,87.5,47381,1212,0,8.6
Rock,MN,9687,3918,33.33333333333333,5707,1407,0,4.6
Rock,NE,1526,685,0.0,817,427,138,0.7
Rock,WI,160331,62905,73.68421052631578,86821,0,0,5.9
Rockbridge,VA,22307,9555,0.0,20179,3557,0,4.5
Rockcastle,KY,17056,6750,0.0,13532,24,0,10.2
Rockdale,GA,85215,30027,73.33333333333333,56531,0,0,4.3
Rockingham,NC,93643,38693,42.857142857142854,76233,0,0,7.4
Rockingham,NH,295223,115033,68.18181818181817,218702,0,0,2.8
Rockingham,VA,76314,29177,15.789473684210526,63298,1147,0,5.1
Rockland,NY,311687,99242,100.0,98481,0,0,11.1
Rockwall,TX,78337,26448,63.63636363636363,50037,0,0,2.4
Roger Mills,OK,3647,1470,0.0,2954,1988,213,3.9
Rogers,OK,86905,31884,39.28571428571429,69705,4676,0,3.2
Rolette,ND,13937,4783,0.0,9508,989,4,8.7
Rooks,KS,5181,2238,0.0,1793,750,0,3.8
Roosevelt,MT,10425,3553,0.0,6772,6021,5699,7.4
Roosevelt,NM,19846,7299,60.0,9773,1750,773,6.9
Roscommon,MI,24449,11433,10.0,16731,163,0,6.7
Roseau,MN,15629,6300,20.0,11140,4589,343,4.9
Rosebud,MT,9233,3395,0.0,4779,2227,394,3.6
Ross,OH,78064,28919,47.05882352941176,50973,3326,0,6.3
Routt,CO,23509,9892,25.0,13624,1513,372,3.9
Rowan,KY,23333,8864,0.0,15905,160,0,7.5
Rowan,NC,138428,53140,50.0,94125,0,0,6.8
Runnels,TX,10501,4165,50.0,5313,1803,0,3.6
Rush,IN,17392,6767,40.0,10895,122,0,6.3
Rush,KS,3307,1511,0.0,3306,3306,2199,3.6
Rusk,TX,53330,18476,30.76923076923077,41422,5424,0,5.4
Rusk,WI,14755,6232,20.0,10715,2670,12,4.8
Russell,AL,52947,21229,61.53846153846154,24000,2986,13,8.3
Russell,KS,6970,3173,50.0,3016,1491,415,4.4
Russell,KY,17565,7401,0.0,14524,427,0,8.3
Russell,VA,28897,11943,0.0,26534,630,0,7.9
Rutherford,NC,67810,27466,23.07692307692308,56931,2327,0,6.2
Rutherford,TN,262604,96232,71.42857142857143,141003,301,0,3.4
Rutland,VT,61642,25984,35.0,39054,2038,0,7.8
Sabine,LA,24233,9622,14.285714285714285,20793,5563,0,8.2
Sabine,TX,10834,4738,0.0,9802,2812,0,5.5
Sac,IA,10350,4482,0.0,7423,2045,0,4.3
Sacramento,CA,1418788,513945,95.89905362776025,294082,1676,0,7.7
Sagadahoc,ME,35293,15088,37.5,24369,469,0,7.0
Saginaw,MI,200169,79011,64.28571428571429,96109,835,0,9.0
Saguache,CO,6108,2640,0.0,6107,5963,1669,5.9
Salem,NJ,66083,25290,54.166666666666664,36290,0,0,8.1
Salem,VA,24802,10045,100.0,12408,0,0,5.3
Saline,AR,107118,41441,42.857142857142854,78421,620,0,3.8
Saline,IL,24913,10379,55.55555555555556,17923,669,0,9.3
Saline,KS,55606,22416,83.33333333333334,18564,1344,0,6.1
Saline,MO,23370,8883,50.0,11835,1293,0,9.5
Saline,NE,14200,5131,25.0,7847,3430,0,5.1
Salt Lake,UT,1029655,342622,98.11320754716981,178948,0,0,5.7
Saluda,SC,19875,7527,0.0,16162,481,0,7.0
Sampson,NC,63431,24005,9.090909090909092,51712,1813,0,7.9
San Augustine,TX,8865,3625,0.0,7214,3166,156,7.0
San Benito,CA,55269,16805,72.72727272727273,20462,691,178,2.5
San Bernardino,CA,2035210,611618,90.24390243902441,642847,10366,1518,5.7
San Diego,CA,3095313,1086865,95.22292993630572,644544,9611,7,6.1
San Francisco,CA,805235,345811,98.97959183673468,27085,0,0,30.5
San Jacinto,TX,26384,10096,0.0,24501,489,0,5.1
San Joaquin,CA,685306,215007,87.05035971223022,172308,994,0,7.1
San Juan,CO,699,344,0.0,699,693,0,4.6
San Juan,NM,130044,44404,57.57575757575758,84214,13366,9031,5.8
San Juan,UT,14746,4505,0.0,10344,6368,5219,4.7
San Juan,WA,15769,7613,0.0,11430,37,0,4.2
San Luis Obispo,CA,269637,102016,75.47169811320755,104060,6989,617,4.8
San Mateo,CA,718451,257837,95.56962025316456,94044,1432,0,5.5
San Miguel,CO,7359,3454,0.0,3215,693,4,4.9
San Miguel,NM,29393,11978,57.14285714285714,15017,5528,1693,9.1
San Patricio,TX,64804,22637,87.5,25296,66,0,6.5
San Saba,TX,6131,2257,50.0,3677,1864,102,4.8
Sanborn,SD,2355,975,0.0,2355,2321,229,1.3
Sanders,MT,11413,5121,0.0,8829,4776,2101,3.1
Sandoval,NM,131561,47602,64.28571428571429,87506,15182,5451,3.3
Sandusky,OH,60944,24182,53.333333333333336,29259,0,0,5.4
Sangamon,IL,197465,82986,83.01886792452831,94322,3137,0,7.6
Sanilac,MI,43114,17132,16.666666666666664,31107,1440,0,6.1
Sanpete,UT,27822,7952,40.0,14732,1774,0,2.7
Santa Barbara,CA,423895,142104,85.55555555555556,82268,3040,206,6.6
Santa Clara,CA,1781642,604204,97.58064516129032,204388,254,0,5.2
Santa Cruz,AZ,47420,15437,70.0,30630,3224,171,6.4
Santa Cruz,CA,262382,94355,86.53846153846155,81725,14,0,5.8
Santa Fe,NM,144170,61963,68.0,85781,2713,34,4.0
Santa Rosa,FL,151372,56910,64.0,106927,2343,0,3.9
Sarasota,FL,379448,175746,96.80851063829789,156971,57,0,5.6
Saratoga,NY,219607,88296,54.0,140563,96,0,4.6
Sargent,ND,3829,1675,0.0,2889,958,0,1.5
Sarpy,NE,158840,58102,90.69767441860463,76882,0,0,2.6
Sauk,WI,61976,25192,46.15384615384616,31077,272,0,5.7
Saunders,NE,20780,8040,40.0,14314,2960,0,3.9
Sawyer,WI,16557,7038,16.666666666666664,13827,4792,748,5.9
Schenectady,NY,154727,62886,90.69767441860463,67524,3047,0,11.4
Schleicher,TX,3461,1182,0.0,1572,367,98,8.0
Schley,GA,5010,1872,0.0,3235,44,0,9.2
Schoharie,NY,32749,13166,25.0,28517,1566,0,6.9
Schoolcraft,MI,8485,3759,33.33333333333333,5328,2052,500,8.1
Schuyler,IL,7544,3040,33.33333333333333,4120,966,0,4.7
Schuyler,MO,4431,1796,0.0,4431,3644,0,4.9
Schuyler,NY,18343,7530,0.0,16303,0,0,6.7
Schuylkill,PA,148289,60192,57.49999999999999,70317,0,0,9.4
Scioto,OH,79499,30870,40.0,53219,1628,0,9.0
Scotland,MO,4843,1880,0.0,3777,624,0,7.2
Scotland,NC,36157,13614,57.14285714285714,25194,902,0,10.9
Scott,AR,11233,4368,33.33333333333333,7909,1762,67,8.5
Scott,IA,165224,66765,87.2340425531915,48028,1145,0,6.4
Scott,IL,5355,2214,0.0,3645,223,0,5.3
Scott,IN,24181,9397,40.0,14229,0,0,3.7
Scott,KS,4936,1983,100.0,1043,448,0,1.3
Scott,KY,47173,17408,50.0,26405,1200,0,6.0
Scott,MN,129928,45108,76.19047619047619,73865,0,0,3.6
Scott,MO,39191,15538,60.0,25435,2798,0,6.2
Scott,MS,28264,10248,50.0,20973,2493,0,12.0
Scott,TN,22228,8671,20.0,18426,724,0,6.2
Scott,VA,23177,9775,16.666666666666664,19064,1711,0,10.3
Scotts Bluff,NE,36970,14928,54.54545454545454,20398,1481,0,5.4
Screven,GA,14593,5596,0.0,11676,3073,0,10.1
Scurry,TX,16921,5838,25.0,10999,1135,7,2.2
Searcy,AR,8195,3574,0.0,7159,2725,0,5.0
Sebastian,AR,125744,49599,76.92307692307693,45442,292,0,7.2
Sedgwick,CO,2379,1093,0.0,1140,448,8,5.6
Sedgwick,KS,498365,193502,89.51612903225806,199947,1400,0,6.1
Seminole,FL,422718,164706,96.51162790697676,169171,0,0,3.5
Seminole,GA,8729,3509,33.33333333333333,6239,498,0,5.7
Seminole,OK,25482,9750,22.22222222222222,14978,1292,0,5.7
Seneca,NY,35251,13393,30.0,22076,0,0,7.1
Seneca,OH,56745,21774,50.0,30746,0,0,7.3
Sequatchie,TN,14112,5519,33.33333333333333,10421,125,0,5.6
Sequoyah,OK,42391,16208,44.44444444444444,27946,158,0,5.4
Sevier,AR,17058,5975,25.0,13776,1792,0,5.8
Sevier,TN,89889,35343,33.33333333333333,67827,1735,0,4.0
Sevier,UT,20802,7094,20.0,8845,424,0,4.4
Seward,KS,22952,7460,80.0,13902,1010,104,5.9
Seward,NE,16750,6266,50.0,10960,2370,0,3.9
Shackelford,TX,3378,1367,0.0,1317,518,0,7.3
Shannon,MO,8441,3448,0.0,7393,2466,159,3.8
Sharkey,MS,4916,1834,0.0,2720,323,0,14.3
Sharp,AR,17264,7360,25.0,13884,1388,0,4.9
Shasta,CA,177223,70346,56.25,90077,4558,34,7.1
Shawano,WI,41949,17019,18.181818181818183,32337,5871,0,4.7
Shawnee,KS,177934,72600,76.74418604651163,80480,4,0,7.7
Sheboygan,WI,115507,46390,53.84615384615385,43984,1052,0,6.3
Shelby,AL,195085,74072,60.416666666666664,127596,353,0,3.0
Shelby,IA,12167,5085,25.0,8129,2352,0,5.2
Shelby,IL,22363,9216,16.666666666666664,15371,3479,0,4.7
Shelby,IN,44436,17302,50.0,27435,1307,0,5.8
Shelby,KY,42074,15321,22.22222222222222,28648,99,0,3.8
Shelby,MO,6373,2581,0.0,4675,2547,4,5.5
Shelby,OH,49423,18467,40.0,33186,0,0,4.6
Shelby,TN,927644,350971,95.47511312217196,325761,0,0,9.3
Shelby,TX,25448,9648,16.666666666666664,19283,3352,0,6.4
Shenandoah,VA,41993,17076,11.11111111111111,28372,131,0,5.6
Sherburne,MN,88499,30212,27.27272727272727,64323,13,0,3.4
Sheridan,KS,2556,1099,0.0,2555,2521,1784,1.5
Sheridan,MT,3384,1587,0.0,1626,1192,182,5.7
Sheridan,ND,1321,645,0.0,1321,1085,756,5.2
Sheridan,NE,5469,2380,0.0,2845,1772,413,5.0
Sheridan,WY,29116,12360,66.66666666666666,19406,4642,739,4.8
Sherman,KS,6010,2608,50.0,5149,673,21,6.1
Sherman,NE,3152,1392,0.0,2078,1163,0,3.8
Sherman,OR,1765,777,0.0,1598,782,11,3.0
Sherman,TX,3034,1081,0.0,1020,754,1,1.6
Shiawassee,MI,70648,27481,58.82352941176471,47536,0,0,6.5
Shoshone,ID,12765,5605,33.33333333333333,5726,502,3,5.7
Sibley,MN,15226,6034,0.0,9194,498,0,4.1
Sierra,CA,3240,1482,0.0,3240,2850,48,2.0
Sierra,NM,11988,5917,25.0,7155,2311,523,6.7
Silver Bow,MT,34200,14932,87.5,12674,476,129,10.4
Simpson,KY,17327,6753,25.0,9747,0,0,6.1
Simpson,MS,27503,10330,20.0,23017,1812,0,6.8
Sioux,IA,33704,11584,28.57142857142857,13259,28,0,3.5
Sioux,ND,4153,1158,0.0,3248,1695,601,10.1
Sioux,NE,1311,577,0.0,1310,858,741,4.0
Siskiyou,CA,44900,19505,21.428571428571427,27965,6244,1095,7.8
Sitka,AK,8881,3545,100.0,3261,59,34,16.2
Skagit,WA,116901,45557,60.0,67612,1780,22,4.8
Skagway,AK,968,436,0.0,68,2,0,8.9
Skamania,WA,11066,4522,0.0,9532,503,35,5.7
Slope,ND,727,326,0.0,726,692,337,1.6
Smith,KS,3853,1748,0.0,2149,1493,2,4.4
Smith,MS,16491,6221,0.0,14784,2319,0,7.0
Smith,TN,19166,7410,20.0,15863,4,0,5.4
Smith,TX,209714,79055,68.29268292682927,128190,97,0,5.0
Smyth,VA,32208,13319,11.11111111111111,24856,166,0,8.7
Snohomish,WA,713335,268325,82.78145695364239,256702,1165,29,5.1
Snyder,PA,39702,14750,25.0,26863,1485,0,6.8
Socorro,NM,17866,7014,50.0,10551,5104,2508,8.2
Solano,CA,413344,141758,92.70833333333334,127085,42,0,5.9
Somerset,MD,26470,8788,25.0,19411,1076,0,10.9
Somerset,ME,52228,21927,11.76470588235294,38490,2956,136,7.8
Somerset,NJ,323444,117759,91.17647058823528,164352,0,0,5.2
Somerset,PA,77742,31090,23.80952380952381,63806,1705,0,7.3
Somervell,TX,8490,3078,0.0,5952,0,0,1.7
Sonoma,CA,483878,185825,77.77777777777779,144826,2194,0,4.9
Southampton,VA,18570,6719,0.0,18272,4081,0,7.8
Southeast Fairbanks,AK,7029,2567,0.0,6192,2043,1142,7.3
Spalding,GA,64073,23565,58.333333333333336,41309,0,0,8.1
Spartanburg,SC,284307,109246,69.56521739130434,197014,2588,0,7.1
Spencer,IN,20952,8082,0.0,15871,1,0,3.8
Spencer,KY,17061,6165,0.0,15840,0,0,2.9
Spink,SD,6415,2608,0.0,3890,2779,474,4.3
Spokane,WA,471221,187167,83.80952380952381,152836,5012,0,7.6
Spotsylvania,VA,122397,41942,63.33333333333333,74203,3693,0,3.3
St. Bernard,LA,35897,13221,88.88888888888889,16602,807,35,6.7
St. Charles,LA,52780,18557,69.23076923076923,38182,0,0,4.4
St. Charles,MO,360485,134274,89.87341772151899,191260,17,0,3.6
St. Clair,AL,83593,31624,15.384615384615385,69551,0,0,3.1
St. Clair,IL,270056,105045,83.33333333333334,146476,0,0,9.4
St. Clair,MI,163040,63841,55.10204081632652,118865,53,0,7.6
St. Clair,MO,9805,4161,0.0,7430,846,0,7.8
St. Croix,WI,84345,31799,35.714285714285715,59034,341,0,3.7
St. Francis,AR,28258,9616,33.33333333333333,22762,840,0,11.1
St. Francois,MO,65359,23981,54.54545454545454,36585,569,0,7.4
St. Helena,LA,11203,4333,0.0,11125,1009,0,8.6
St. James,LA,22102,7717,71.42857142857143,11333,0,0,7.8
St. John the Baptist,LA,45924,15965,72.72727272727273,28098,66,0,7.1
St. Johns,FL,190039,75338,67.5,112875,1039,0,3.8
St. Joseph,IN,266931,103069,89.33333333333333,115441,5590,0,7.8
St. Joseph,MI,61295,23244,52.94117647058824,38500,0,0,7.4
St. Landry,LA,83384,31857,52.63157894736842,46346,3190,0,11.4
St. Lawrence,NY,111944,41605,39.28571428571429,69224,12395,0,10.4
St. Louis,MN,200226,84783,65.15151515151516,111502,11588,2900,9.5
St. Louis,MO,998954,404765,99.49748743718591,282710,0,0,7.3
St. Louis,MO,998954,404765,99.49748743718591,282710,0,0,21.7
